Invoice Number,Field_1,Vendor,Pin code,Field_2,Invoice Date,Field_3,Tax(18%),Field_4,Total Price,Field_5,Total Amount,Field_6,Sum,Field_7,SUMIF
INV-36057,,Vendor,62387,,8-Apr-24,,2622,,11943,,14564,,14564,,
INV-56255,,Vendor,70128,,15-Apr-24,,5376,,24490,,29865,,29865,,
INV-86391,,Vendor,51306,,19-Apr-24,,7212,,32854,,40065,,40065,,
INV-33212,,Vendor,48437,,1-May-24,,14456,,65855,,80311,,80311,,
INV-22479,,Vendor,87879,,26-Apr-24,,3571,,16268,,19839,,19839,,
INV-57412,,Vendor,37425,,11-Apr-24,,15834,,72131,,87965,,87965,,
INV-43461,,Vendor,33455,,6-May-24,,17457,,79526,,96983,,96983,,
INV-48329,,Vendor,26422,,4-May-24,,12626,,57519,,70146,,70146,,
INV-62461,,Vendor,73485,,4-May-24,,5310,,24190,,29499,,29499,,
INV-92886,,Vendor,68100,,17-Apr-24,,2512,,11442,,13954,,13954,,
INV-69925,,Vendor,44588,,29-Apr-24,,10852,,49436,,60288,,60288,,
INV-80391,,Vendor,98891,,5-May-24,,3050,,13896,,16947,,16947,,
INV-36709,,Vendor,59029,,9-Apr-24,,17966,,81845,,99811,,99811,,
INV-21461,,Vendor,32483,,30-Apr-24,,6342,,28890,,35232,,35232,,
INV-12807,,Vendor,72239,,7-Apr-24,,6600,,30065,,36665,,36665,,
INV-67589,,Vendor,27286,,5-May-24,,9583,,43658,,53241,,53241,,
INV-84360,,Vendor,49769,,23-Apr-24,,13179,,60038,,73217,,73217,,
INV-10377,,Vendor,25779,,3-May-24,,12830,,58449,,71279,,71279,,
INV-72623,,Vendor,78807,,24-Apr-24,,17506,,79750,,97256,,97256,,
INV-31612,,Vendor,89786,,20-Apr-24,,3737,,17025,,20762,,20762,,
INV-64559,,Vendor,42021,,21-Apr-24,,11930,,54349,,66279,,66279,,
INV-75507,,Vendor,14974,,14-Apr-24,,1929,,8786,,10715,,10715,,
INV-74840,,Vendor,34771,,14-Apr-24,,16086,,73283,,89369,,89369,,
INV-33296,,Vendor,24150,,21-Apr-24,,13581,,61869,,75450,,75450,,
INV-12332,,Vendor,87728,,3-May-24,,1427,,6501,,7928,,7928,,
INV-27084,,Vendor,63632,,9-Apr-24,,16508,,75205,,91713,,91713,,
INV-62593,,Vendor,48571,,30-Apr-24,,4957,,22584,,27542,,27542,,
INV-16470,,Vendor,47141,,20-Apr-24,,11334,,51633,,62967,,62967,,
INV-42195,,Vendor,28520,,28-Apr-24,,4131,,18819,,22950,,22950,,
INV-41046,,Vendor,61218,,7-Apr-24,,15807,,72010,,87817,,87817,,
INV-45882,,Vendor,21196,,6-May-24,,7462,,33992,,41453,,41453,,
INV-75279,,Vendor,80532,,10-Apr-24,,16383,,74634,,91017,,91017,,
INV-93080,,Vendor,44826,,2-May-24,,17983,,81921,,99903,,99903,,
INV-47372,,Vendor,83712,,20-Apr-24,,9353,,42610,,51963,,51963,,
INV-96629,,Vendor,26564,,29-Apr-24,,11080,,50476,,61556,,61556,,
INV-58626,,Vendor,15503,,27-Apr-24,,1769,,8058,,9827,,9827,,
INV-59901,,Vendor,42672,,23-Apr-24,,7615,,34689,,42304,,42304,,
INV-85446,,Vendor,37801,,24-Apr-24,,16615,,75693,,92308,,92308,,
INV-93169,,Vendor,82128,,17-Apr-24,,7775,,35421,,43196,,43196,,
INV-57876,,Vendor,35352,,5-May-24,,9797,,44632,,54429,,54429,,
INV-80547,,Vendor,19184,,18-Apr-24,,12056,,54923,,66979,,66979,,
INV-46347,,Vendor,74498,,14-Apr-24,,9331,,42506,,51836,,51836,,
INV-56352,,Vendor,25784,,30-Apr-24,,1569,,7149,,8719,,8719,,
INV-25513,,Vendor,35379,,5-May-24,,15433,,70305,,85737,,85737,,
INV-48025,,Vendor,51250,,8-Apr-24,,17041,,77633,,94674,,94674,,
INV-12733,,Vendor,16252,,11-Apr-24,,12856,,58567,,71423,,71423,,
INV-78564,,Vendor,86433,,4-May-24,,3943,,17963,,21906,,21906,,
INV-21757,,Vendor,45616,,5-May-24,,7770,,35399,,43169,,43169,,
INV-27314,,Vendor,64795,,19-Apr-24,,17174,,78236,,95410,,95410,,
INV-32981,,Vendor,86892,,30-Apr-24,,8858,,40355,,49213,,49213,,
INV-50797,,Vendor,37427,,26-Apr-24,,13308,,60624,,73932,,73932,,
INV-34133,,Vendor,24100,,2-May-24,,870,,3961,,4831,,4831,,
INV-64439,,Vendor,77236,,29-Apr-24,,12588,,57343,,69931,,69931,,
INV-64197,,Vendor,34936,,11-Apr-24,,316,,1437,,1753,,1753,,
INV-18208,,Vendor,41378,,29-Apr-24,,16938,,77164,,94102,,94102,,
INV-93618,,Vendor,60830,,27-Apr-24,,7219,,32884,,40103,,40103,,
INV-54372,,Vendor,77104,,22-Apr-24,,13009,,59262,,72270,,72270,,
INV-44539,,Vendor,45832,,29-Apr-24,,8806,,40116,,48922,,48922,,
INV-79446,,Vendor,59839,,15-Apr-24,,5514,,25122,,30636,,30636,,
INV-53316,,Vendor,15649,,10-Apr-24,,13591,,61916,,75508,,75508,,
INV-71585,,Vendor,15721,,26-Apr-24,,14386,,65535,,79921,,79921,,
INV-31617,,Vendor,99711,,21-Apr-24,,1378,,6279,,7657,,7657,,
INV-54710,,Vendor,11463,,28-Apr-24,,11799,,53750,,65549,,65549,,
INV-25821,,Vendor,78229,,30-Apr-24,,7343,,33452,,40796,,40796,,
INV-85688,,Vendor,35736,,1-May-24,,10114,,46076,,56190,,56190,,
INV-70832,,Vendor,95314,,29-Apr-24,,12835,,58473,,71308,,71308,,
INV-43664,,Vendor,98383,,16-Apr-24,,8072,,36771,,44842,,44842,,
INV-35451,,Vendor,16249,,21-Apr-24,,14396,,65582,,79978,,79978,,
INV-40204,,Vendor,88383,,29-Apr-24,,6935,,31592,,38526,,38526,,
INV-21448,,Vendor,17991,,3-May-24,,17191,,78314,,95505,,95505,,
INV-88251,,Vendor,24928,,1-May-24,,13351,,60822,,74173,,74173,,
INV-20896,,Vendor,36957,,27-Apr-24,,5826,,26539,,32364,,32364,,
INV-27531,,Vendor,76656,,26-Apr-24,,5661,,25788,,31449,,31449,,
INV-90223,,Vendor,99160,,9-Apr-24,,3511,,15996,,19508,,19508,,
INV-73068,,Vendor,33367,,25-Apr-24,,15525,,70727,,86252,,86252,,
INV-97641,,Vendor,53088,,19-Apr-24,,266,,1214,,1480,,1480,,
INV-86890,,Vendor,46572,,14-Apr-24,,8888,,40489,,49377,,49377,,
INV-83166,,Vendor,79316,,30-Apr-24,,9551,,43511,,53062,,53062,,
INV-45932,,Vendor,57118,,30-Apr-24,,10563,,48121,,58684,,58684,,
INV-21976,,Vendor,89018,,27-Apr-24,,8563,,39009,,47572,,47572,,
INV-85346,,Vendor,86111,,29-Apr-24,,4703,,21423,,26125,,26125,,
INV-25690,,Vendor,70805,,22-Apr-24,,16640,,75803,,92443,,92443,,
INV-44361,,Vendor,44637,,10-Apr-24,,5409,,24639,,30047,,30047,,
INV-47042,,Vendor,14384,,27-Apr-24,,15658,,71332,,86990,,86990,,
INV-69144,,Vendor,82504,,9-Apr-24,,4990,,22731,,27721,,27721,,
INV-46752,,Vendor,29338,,23-Apr-24,,3487,,15885,,19372,,19372,,
INV-56359,,Vendor,49148,,13-Apr-24,,14511,,66106,,80617,,80617,,
INV-67452,,Vendor,70021,,14-Apr-24,,3461,,15766,,19227,,19227,,
INV-28077,,Vendor,52446,,11-Apr-24,,9472,,43149,,52621,,52621,,
INV-53813,,Vendor,20637,,19-Apr-24,,8074,,36782,,44856,,44856,,
INV-78637,,Vendor,95936,,14-Apr-24,,15918,,72515,,88433,,88433,,
INV-72402,,Vendor,33272,,18-Apr-24,,2751,,12533,,15284,,15284,,
INV-52524,,Vendor,38772,,16-Apr-24,,513,,2339,,2852,,2852,,
INV-60177,,Vendor,33040,,30-Apr-24,,374,,1705,,2079,,2079,,
INV-24111,,Vendor,21930,,22-Apr-24,,17440,,79449,,96889,,96889,,
INV-17113,,Vendor,71999,,6-May-24,,2898,,13204,,16103,,16103,,
INV-13884,,Vendor,69602,,23-Apr-24,,274,,1248,,1522,,1522,,
INV-28702,,Vendor,89620,,24-Apr-24,,9607,,43766,,53373,,53373,,
INV-62481,,Vendor,80484,,27-Apr-24,,14049,,64003,,78052,,78052,,
INV-75917,,Vendor,17829,,24-Apr-24,,17636,,80342,,97978,,97978,,
INV-72670,,Vendor,70772,,9-Apr-24,,10871,,49524,,60395,,60395,,
INV-48914,,Vendor,93648,,10-Apr-24,,10722,,48845,,59568,,59568,,
INV-53495,,Vendor,36103,,23-Apr-24,,11470,,52252,,63721,,63721,,
INV-88728,,Vendor,61778,,23-Apr-24,,13416,,61116,,74532,,74532,,
INV-65797,,Vendor,60805,,7-Apr-24,,2602,,11856,,14458,,14458,,
INV-29583,,Vendor,84999,,10-Apr-24,,11587,,52786,,64374,,64374,,
INV-83339,,Vendor,61340,,1-May-24,,8454,,38513,,46967,,46967,,
INV-39658,,Vendor,60885,,4-May-24,,82,,373,,454,,454,,
INV-31321,,Vendor,73510,,29-Apr-24,,14281,,65057,,79338,,79338,,
INV-92655,,Vendor,18306,,1-May-24,,2920,,13302,,16222,,16222,,
INV-11694,,Vendor,37300,,21-Apr-24,,16125,,73460,,89586,,89586,,
INV-69575,,Vendor,31769,,1-May-24,,13423,,61149,,74573,,74573,,
INV-46508,,Vendor,57557,,9-Apr-24,,11826,,53875,,65701,,65701,,
INV-80455,,Vendor,38271,,17-Apr-24,,7965,,36285,,44250,,44250,,
INV-67413,,Vendor,82515,,17-Apr-24,,8298,,37802,,46100,,46100,,
INV-89600,,Vendor,33047,,14-Apr-24,,1608,,7327,,8935,,8935,,
INV-27514,,Vendor,89154,,29-Apr-24,,840,,3825,,4665,,4665,,
INV-83135,,Vendor,93108,,11-Apr-24,,9743,,44385,,54128,,54128,,
INV-86790,,Vendor,91553,,25-Apr-24,,413,,1883,,2296,,2296,,
INV-70414,,Vendor,55354,,22-Apr-24,,6991,,31848,,38839,,38839,,
INV-46807,,Vendor,55921,,21-Apr-24,,4724,,21519,,26243,,26243,,
INV-65930,,Vendor,52892,,12-Apr-24,,13720,,62501,,76220,,76220,,
INV-51101,,Vendor,80376,,7-Apr-24,,7692,,35040,,42731,,42731,,
INV-48997,,Vendor,35738,,2-May-24,,2422,,11032,,13454,,13454,,
INV-13271,,Vendor,82404,,4-May-24,,5542,,25246,,30788,,30788,,
INV-43886,,Vendor,58744,,4-May-24,,2681,,12213,,14893,,14893,,
INV-65411,,Vendor,37253,,26-Apr-24,,16077,,73241,,89318,,89318,,
INV-67703,,Vendor,98568,,16-Apr-24,,7593,,34591,,42184,,42184,,
INV-70685,,Vendor,31211,,8-Apr-24,,566,,2577,,3143,,3143,,
INV-19758,,Vendor,16806,,14-Apr-24,,7892,,35955,,43847,,43847,,
INV-29958,,Vendor,44461,,15-Apr-24,,11755,,53550,,65305,,65305,,
INV-68461,,Vendor,72152,,8-Apr-24,,3173,,14456,,17629,,17629,,
INV-50730,,Vendor,57653,,11-Apr-24,,11180,,50933,,62113,,62113,,
INV-21540,,Vendor,21222,,27-Apr-24,,7167,,32648,,39815,,39815,,
INV-68959,,Vendor,51505,,29-Apr-24,,10642,,48478,,59120,,59120,,
INV-12578,,Vendor,30396,,17-Apr-24,,11856,,54011,,65866,,65866,,
INV-34984,,Vendor,99115,,2-May-24,,14912,,67931,,82843,,82843,,
INV-27302,,Vendor,26843,,2-May-24,,6122,,27889,,34010,,34010,,
INV-44995,,Vendor,41617,,8-Apr-24,,9556,,43534,,53091,,53091,,
INV-32849,,Vendor,29074,,15-Apr-24,,12987,,59162,,72149,,72149,,
INV-30996,,Vendor,41105,,15-Apr-24,,16434,,74868,,91302,,91302,,
INV-84224,,Vendor,75267,,19-Apr-24,,2053,,9351,,11403,,11403,,
INV-54396,,Vendor,66500,,30-Apr-24,,5613,,25572,,31186,,31186,,
INV-86438,,Vendor,58300,,30-Apr-24,,2426,,11052,,13479,,13479,,
INV-24363,,Vendor,68992,,18-Apr-24,,13435,,61202,,74636,,74636,,
INV-48576,,Vendor,18878,,29-Apr-24,,15729,,71654,,87383,,87383,,
INV-25157,,Vendor,61508,,1-May-24,,6723,,30627,,37350,,37350,,
INV-18671,,Vendor,40951,,12-Apr-24,,16803,,76545,,93347,,93347,,
INV-96149,,Vendor,91016,,3-May-24,,6844,,31179,,38023,,38023,,
INV-17380,,Vendor,36777,,6-May-24,,4316,,19661,,23977,,23977,,
INV-61476,,Vendor,95625,,16-Apr-24,,11904,,54230,,66134,,66134,,
INV-79931,,Vendor,62764,,13-Apr-24,,1225,,5581,,6806,,6806,,
INV-83549,,Vendor,46516,,19-Apr-24,,5720,,26058,,31778,,31778,,
INV-32806,,Vendor,75887,,25-Apr-24,,3520,,16036,,19556,,19556,,
INV-85230,,Vendor,62150,,27-Apr-24,,14197,,64673,,78870,,78870,,
INV-76865,,Vendor,84536,,13-Apr-24,,13269,,60449,,73718,,73718,,
INV-98159,,Vendor,78271,,25-Apr-24,,5100,,23234,,28334,,28334,,
INV-67780,,Vendor,40881,,23-Apr-24,,13186,,60070,,73256,,73256,,
INV-47456,,Vendor,32087,,29-Apr-24,,16663,,75907,,92570,,92570,,
INV-12180,,Vendor,70863,,17-Apr-24,,3170,,14441,,17610,,17610,,
INV-54291,,Vendor,37243,,4-May-24,,439,,1998,,2437,,2437,,
INV-68059,,Vendor,29408,,4-May-24,,8515,,38791,,47306,,47306,,
INV-22522,,Vendor,55084,,7-Apr-24,,11741,,53485,,65226,,65226,,
INV-74054,,Vendor,46508,,30-Apr-24,,15110,,68834,,83944,,83944,,
INV-44941,,Vendor,61621,,24-Apr-24,,11888,,54158,,66046,,66046,,
INV-96143,,Vendor,35208,,18-Apr-24,,8068,,36753,,44821,,44821,,
INV-55325,,Vendor,39139,,2-May-24,,6759,,30792,,37551,,37551,,
INV-86867,,Vendor,72767,,20-Apr-24,,9756,,44444,,54200,,54200,,
INV-41535,,Vendor,50795,,20-Apr-24,,8296,,37794,,46090,,46090,,
INV-20454,,Vendor,93627,,26-Apr-24,,8609,,39218,,47826,,47826,,
INV-74081,,Vendor,43138,,21-Apr-24,,6206,,28274,,34480,,34480,,
INV-43371,,Vendor,47989,,20-Apr-24,,6113,,27848,,33961,,33961,,
INV-12447,,Vendor,56279,,29-Apr-24,,17052,,77683,,94736,,94736,,
INV-86800,,Vendor,73194,,30-Apr-24,,4926,,22441,,27367,,27367,,
INV-63821,,Vendor,18547,,21-Apr-24,,9965,,45396,,55361,,55361,,
INV-49213,,Vendor,45606,,17-Apr-24,,10225,,46581,,56806,,56806,,
INV-27678,,Vendor,84406,,20-Apr-24,,14984,,68261,,83245,,83245,,
INV-95071,,Vendor,92042,,18-Apr-24,,13808,,62904,,76712,,76712,,
INV-30487,,Vendor,14185,,19-Apr-24,,15017,,68411,,83428,,83428,,
INV-93958,,Vendor,68848,,5-May-24,,1777,,8094,,9871,,9871,,
INV-15608,,Vendor,24137,,3-May-24,,5461,,24876,,30336,,30336,,
INV-70508,,Vendor,21197,,7-Apr-24,,9690,,44141,,53831,,53831,,
INV-20331,,Vendor,32953,,9-Apr-24,,7355,,33505,,40859,,40859,,
INV-92261,,Vendor,60726,,20-Apr-24,,13982,,63694,,77675,,77675,,
INV-11760,,Vendor,66755,,28-Apr-24,,12015,,54734,,66749,,66749,,
INV-52038,,Vendor,67705,,18-Apr-24,,8336,,37973,,46309,,46309,,
INV-48201,,Vendor,99341,,16-Apr-24,,6976,,31780,,38756,,38756,,
INV-84559,,Vendor,69282,,10-Apr-24,,4615,,21022,,25637,,25637,,
INV-30433,,Vendor,41791,,1-May-24,,15807,,72012,,87819,,87819,,
INV-19383,,Vendor,15927,,10-Apr-24,,10459,,47645,,58104,,58104,,
INV-96090,,Vendor,26887,,21-Apr-24,,16971,,77310,,94281,,94281,,
INV-12899,,Vendor,24763,,5-May-24,,6510,,29659,,36169,,36169,,
INV-43567,,Vendor,79312,,13-Apr-24,,1014,,4621,,5636,,5636,,
INV-82195,,Vendor,28890,,9-Apr-24,,16923,,77092,,94014,,94014,,
INV-12049,,Vendor,66604,,3-May-24,,4581,,20869,,25450,,25450,,
INV-17540,,Vendor,94752,,9-Apr-24,,1956,,8910,,10866,,10866,,
INV-27222,,Vendor,69646,,30-Apr-24,,13921,,63420,,77341,,77341,,
INV-16778,,Vendor,99669,,9-Apr-24,,11187,,50963,,62150,,62150,,
INV-66848,,Vendor,82590,,2-May-24,,7490,,34121,,41611,,41611,,
INV-56598,,Vendor,51484,,10-Apr-24,,730,,3324,,4054,,4054,,
INV-40610,,Vendor,24441,,14-Apr-24,,8662,,39460,,48122,,48122,,
INV-95657,,Vendor,48471,,21-Apr-24,,6879,,31336,,38215,,38215,,
INV-58033,,Vendor,95623,,13-Apr-24,,5454,,24846,,30300,,30300,,
INV-20887,,Vendor,66725,,23-Apr-24,,148,,673,,821,,821,,
INV-67459,,Vendor,52601,,30-Apr-24,,531,,2417,,2948,,2948,,
INV-26141,,Vendor,38991,,20-Apr-24,,15980,,72797,,88777,,88777,,
INV-40307,,Vendor,77396,,5-May-24,,7584,,34551,,42135,,42135,,
INV-39075,,Vendor,62347,,4-May-24,,2443,,11128,,13570,,13570,,
INV-73433,,Vendor,21956,,19-Apr-24,,831,,3788,,4619,,4619,,
INV-38103,,Vendor,40994,,20-Apr-24,,15673,,71399,,87072,,87072,,
INV-84365,,Vendor,78208,,28-Apr-24,,6429,,29288,,35717,,35717,,
INV-41282,,Vendor,57375,,25-Apr-24,,2957,,13469,,16426,,16426,,
INV-37612,,Vendor,78067,,20-Apr-24,,2943,,13407,,16349,,16349,,
INV-17379,,Vendor,73721,,1-May-24,,6330,,28835,,35165,,35165,,
INV-73889,,Vendor,14302,,16-Apr-24,,1048,,4772,,5820,,5820,,
INV-52185,,Vendor,91948,,13-Apr-24,,16302,,74263,,90564,,90564,,
INV-76563,,Vendor,79259,,21-Apr-24,,9380,,42733,,52113,,52113,,
INV-13350,,Vendor,69985,,14-Apr-24,,15208,,69280,,84488,,84488,,
INV-52436,,Vendor,81221,,19-Apr-24,,14633,,66662,,81295,,81295,,
INV-32696,,Vendor,77633,,5-May-24,,898,,4091,,4988,,4988,,
INV-59686,,Vendor,92414,,20-Apr-24,,2684,,12225,,14909,,14909,,
INV-15197,,Vendor,26014,,6-May-24,,11551,,52623,,64175,,64175,,
INV-84664,,Vendor,32571,,29-Apr-24,,10932,,49801,,60732,,60732,,
INV-74917,,Vendor,10710,,12-Apr-24,,2932,,13357,,16289,,16289,,
INV-68118,,Vendor,12499,,9-Apr-24,,266,,1211,,1477,,1477,,
INV-94874,,Vendor,42847,,21-Apr-24,,17260,,78628,,95888,,95888,,
INV-94916,,Vendor,74749,,14-Apr-24,,671,,3056,,3727,,3727,,
INV-86668,,Vendor,22476,,23-Apr-24,,11487,,52329,,63816,,63816,,
INV-31511,,Vendor,47768,,20-Apr-24,,11934,,54368,,66302,,66302,,
INV-79913,,Vendor,34931,,8-Apr-24,,13529,,61632,,75161,,75161,,
INV-16957,,Vendor,25739,,16-Apr-24,,15381,,70070,,85451,,85451,,
INV-78832,,Vendor,77972,,21-Apr-24,,15519,,70697,,86216,,86216,,
INV-10943,,Vendor,93283,,4-May-24,,2576,,11735,,14311,,14311,,
INV-79483,,Vendor,54208,,16-Apr-24,,13634,,62110,,75744,,75744,,
INV-60444,,Vendor,27551,,30-Apr-24,,15699,,71519,,87219,,87219,,
INV-22847,,Vendor,18460,,30-Apr-24,,16739,,76256,,92995,,92995,,
INV-14178,,Vendor,64919,,18-Apr-24,,10385,,47307,,57692,,57692,,
INV-81728,,Vendor,72972,,14-Apr-24,,10043,,45752,,55795,,55795,,
INV-36977,,Vendor,60661,,23-Apr-24,,5958,,27140,,33098,,33098,,
INV-81185,,Vendor,85656,,30-Apr-24,,7731,,35218,,42948,,42948,,
INV-85315,,Vendor,63238,,19-Apr-24,,3233,,14728,,17961,,17961,,
INV-90741,,Vendor,58575,,6-May-24,,15142,,68981,,84123,,84123,,
INV-32501,,Vendor,39258,,12-Apr-24,,4685,,21342,,26027,,26027,,
INV-99588,,Vendor,41450,,25-Apr-24,,17615,,80247,,97863,,97863,,
INV-93997,,Vendor,70819,,22-Apr-24,,12575,,57285,,69860,,69860,,
INV-23145,,Vendor,97470,,24-Apr-24,,5710,,26010,,31720,,31720,,
INV-94609,,Vendor,49541,,1-May-24,,2346,,10688,,13034,,13034,,
INV-98569,,Vendor,89346,,20-Apr-24,,12094,,55095,,67189,,67189,,
INV-62077,,Vendor,68937,,5-May-24,,15881,,72347,,88227,,88227,,
INV-59492,,Vendor,91979,,26-Apr-24,,7724,,35187,,42910,,42910,,
INV-46557,,Vendor,81358,,28-Apr-24,,16725,,76191,,92916,,92916,,
INV-26320,,Vendor,59290,,1-May-24,,421,,1919,,2341,,2341,,
INV-91396,,Vendor,64048,,19-Apr-24,,7651,,34853,,42503,,42503,,
INV-93092,,Vendor,56035,,4-May-24,,12886,,58702,,71588,,71588,,
INV-93706,,Vendor,90014,,8-Apr-24,,16480,,75074,,91554,,91554,,
INV-29868,,Vendor,70212,,13-Apr-24,,13790,,62822,,76612,,76612,,
INV-82425,,Vendor,60247,,3-May-24,,13192,,60096,,73288,,73288,,
INV-15600,,Vendor,23730,,11-Apr-24,,14487,,65998,,80485,,80485,,
INV-80748,,Vendor,62128,,28-Apr-24,,17679,,80540,,98219,,98219,,
INV-58046,,Vendor,35037,,17-Apr-24,,14474,,65935,,80408,,80408,,
INV-89687,,Vendor,78459,,20-Apr-24,,13939,,63500,,77439,,77439,,
INV-38893,,Vendor,60662,,2-May-24,,17583,,80101,,97684,,97684,,
INV-43014,,Vendor,85539,,11-Apr-24,,11288,,51423,,62711,,62711,,
INV-24234,,Vendor,19292,,14-Apr-24,,10525,,47946,,58471,,58471,,
INV-88023,,Vendor,12426,,21-Apr-24,,6303,,28715,,35018,,35018,,
INV-35499,,Vendor,79832,,4-May-24,,11381,,51847,,63228,,63228,,
INV-33308,,Vendor,12662,,3-May-24,,17278,,78711,,95988,,95988,,
INV-39330,,Vendor,10562,,2-May-24,,7635,,34781,,42416,,42416,,
INV-86845,,Vendor,59856,,21-Apr-24,,17265,,78653,,95918,,95918,,
INV-30455,,Vendor,78304,,7-Apr-24,,10130,,46149,,56279,,56279,,
INV-36408,,Vendor,35485,,30-Apr-24,,13113,,59739,,72853,,72853,,
INV-74745,,Vendor,35321,,23-Apr-24,,11966,,54514,,66480,,66480,,
INV-76647,,Vendor,35885,,1-May-24,,13125,,59791,,72915,,72915,,
INV-76223,,Vendor,79607,,7-Apr-24,,1084,,4939,,6023,,6023,,
INV-86716,,Vendor,49681,,8-Apr-24,,17619,,80266,,97885,,97885,,
INV-10179,,Vendor,77655,,19-Apr-24,,15145,,68992,,84136,,84136,,
INV-31123,,Vendor,48315,,11-Apr-24,,12157,,55380,,67537,,67537,,
INV-89063,,Vendor,13695,,27-Apr-24,,8699,,39629,,48328,,48328,,
INV-23968,,Vendor,24722,,27-Apr-24,,8728,,39760,,48488,,48488,,
INV-42196,,Vendor,37933,,5-May-24,,12904,,58787,,71691,,71691,,
INV-62056,,Vendor,54619,,20-Apr-24,,14653,,66753,,81406,,81406,,
INV-12871,,Vendor,88670,,25-Apr-24,,10007,,45588,,55595,,55595,,
INV-89900,,Vendor,74821,,5-May-24,,15176,,69135,,84311,,84311,,
INV-32250,,Vendor,52152,,10-Apr-24,,5886,,26812,,32698,,32698,,
INV-38525,,Vendor,18295,,24-Apr-24,,3191,,14537,,17729,,17729,,
INV-43917,,Vendor,43220,,9-Apr-24,,3028,,13793,,16821,,16821,,
INV-60606,,Vendor,14844,,17-Apr-24,,4510,,20543,,25053,,25053,,
INV-16931,,Vendor,51036,,16-Apr-24,,596,,2716,,3312,,3312,,
INV-79647,,Vendor,47609,,19-Apr-24,,8256,,37609,,45865,,45865,,
INV-53061,,Vendor,26720,,6-May-24,,5769,,26281,,32050,,32050,,
INV-23167,,Vendor,26378,,18-Apr-24,,1234,,5620,,6853,,6853,,
INV-88431,,Vendor,37340,,13-Apr-24,,4176,,19025,,23201,,23201,,
INV-87013,,Vendor,88125,,2-May-24,,490,,2230,,2720,,2720,,
INV-76078,,Vendor,43096,,13-Apr-24,,2356,,10733,,13089,,13089,,
INV-80593,,Vendor,15012,,14-Apr-24,,645,,2937,,3582,,3582,,
INV-89353,,Vendor,83375,,9-Apr-24,,6772,,30851,,37624,,37624,,
INV-75884,,Vendor,22328,,22-Apr-24,,5241,,23875,,29116,,29116,,
INV-36931,,Vendor,68740,,18-Apr-24,,1204,,5487,,6692,,6692,,
INV-69918,,Vendor,37203,,3-May-24,,5613,,25569,,31181,,31181,,
INV-98109,,Vendor,23877,,12-Apr-24,,1993,,9078,,11070,,11070,,
INV-62027,,Vendor,41649,,16-Apr-24,,17209,,78395,,95604,,95604,,
INV-56206,,Vendor,81982,,12-Apr-24,,9996,,45536,,55532,,55532,,
INV-84671,,Vendor,81561,,3-May-24,,13708,,62447,,76155,,76155,,
INV-33335,,Vendor,21762,,18-Apr-24,,16105,,73369,,89475,,89475,,
INV-41828,,Vendor,16019,,28-Apr-24,,6976,,31779,,38755,,38755,,
INV-81922,,Vendor,34623,,26-Apr-24,,12184,,55504,,67688,,67688,,
INV-90348,,Vendor,98539,,21-Apr-24,,6053,,27577,,33630,,33630,,
INV-70777,,Vendor,53156,,16-Apr-24,,11274,,51357,,62631,,62631,,
INV-39760,,Vendor,44718,,8-Apr-24,,11936,,54376,,66312,,66312,,
INV-64066,,Vendor,94894,,12-Apr-24,,5603,,25526,,31130,,31130,,
INV-84238,,Vendor,38893,,12-Apr-24,,4628,,21082,,25709,,25709,,
INV-44830,,Vendor,71098,,25-Apr-24,,8837,,40257,,49094,,49094,,
INV-39102,,Vendor,81024,,15-Apr-24,,849,,3869,,4718,,4718,,
INV-35195,,Vendor,23114,,26-Apr-24,,9249,,42132,,51381,,51381,,
INV-70767,,Vendor,78615,,16-Apr-24,,10692,,48708,,59399,,59399,,
INV-33960,,Vendor,67785,,9-Apr-24,,14075,,64121,,78197,,78197,,
INV-75547,,Vendor,52615,,29-Apr-24,,8977,,40895,,49872,,49872,,
INV-67807,,Vendor,94608,,7-Apr-24,,6775,,30865,,37640,,37640,,
INV-14206,,Vendor,70802,,5-May-24,,12724,,57965,,70689,,70689,,
INV-57040,,Vendor,20696,,15-Apr-24,,14825,,67535,,82360,,82360,,
INV-38387,,Vendor,45322,,29-Apr-24,,14020,,63867,,77886,,77886,,
INV-42061,,Vendor,67145,,24-Apr-24,,17109,,77940,,95049,,95049,,
INV-92219,,Vendor,12143,,2-May-24,,9742,,44382,,54124,,54124,,
INV-78816,,Vendor,29803,,14-Apr-24,,17908,,81580,,99487,,99487,,
INV-41938,,Vendor,65037,,7-Apr-24,,12526,,57063,,69589,,69589,,
INV-49237,,Vendor,70402,,7-Apr-24,,2071,,9434,,11505,,11505,,
INV-31864,,Vendor,93995,,11-Apr-24,,12298,,56023,,68321,,68321,,
INV-83991,,Vendor,21404,,20-Apr-24,,9952,,45336,,55288,,55288,,
INV-77091,,Vendor,76227,,29-Apr-24,,3890,,17721,,21611,,21611,,
INV-96433,,Vendor,93259,,14-Apr-24,,16907,,77021,,93929,,93929,,
INV-60571,,Vendor,14803,,21-Apr-24,,13582,,61873,,75455,,75455,,
INV-24853,,Vendor,69138,,2-May-24,,562,,2561,,3123,,3123,,
INV-73251,,Vendor,23944,,25-Apr-24,,11950,,54441,,66392,,66392,,
INV-64386,,Vendor,67654,,24-Apr-24,,211,,961,,1172,,1172,,
INV-69910,,Vendor,95411,,5-May-24,,462,,2105,,2567,,2567,,
