InvoiceNo,OrderDate,CustomerKey,ProductKey,SalespersonKey,Quantity,UnitPrice,DiscountPct,GrossSales,NetSales,PaymentMethod,SalesChannel,OrderStatus,CustomerType
INV200901,18/03/2025,C0136,P0011,S010,7,7108.89,0.15,49762.23,42297.9,Bank Transfer,Retail Store,Cancelled,Repeat
INV200902,16/01/2025,C0170,P0002,S008,3,84947.36,0.15,254842.08,216615.77,Wallet,Retail Store,Cancelled,New
INV200903,25/11/2025,C0166,P0030,S005,2,1937.44,0.0,3874.88,3874.88,Credit Card,Retail Store,Cancelled,Returning
INV200904,27/02/2025,C0154,P0025,S002,3,406.73,0.1,1220.19,1098.17,UPI,Online,Cancelled,New
INV200905,29/09/2025,C0035,P0002,S004,10,84250.25,0.0,842502.5,842502.5,UPI,Retail Store,Completed,Returning
INV200906,16/05/2025,C0072,P0018,S004,6,5157.57,0.15,30945.42,26303.61,UPI,Distributor,Completed,Repeat
INV200907,25/09/2025,C0175,P0032,S001,2,2400.56,0.0,4801.12,4801.12,Bank Transfer,Distributor,Completed,Repeat
INV200908,25/03/2025,C0169,P0024,S004,7,456.65,0.15,3196.55,2717.07,Credit Card,Online,Completed,Repeat
INV200909,06/07/2025,C0064,P0001,S003,9,79278.66,0.05,713507.94,677832.54,Cash,Distributor,Completed,New
INV200910,09/11/2025,C0097,P0029,S001,3,4306.77,0.05,12920.31,12274.29,Bank Transfer,Online,Completed,New
INV200911,30/06/2025,C0091,P0015,S007,5,25444.06,0.15,127220.3,108137.26,Wallet,Retail Store,Completed,Repeat
INV200912,14/12/2025,C0005,P0016,S007,5,21105.91,0.15,105529.55,89700.12,Credit Card,Retail Store,Cancelled,Repeat
INV200913,13/09/2025,C0064,P0024,S005,7,467.23,0.1,3270.61,2943.55,UPI,Online,Completed,Repeat
INV200914,20/01/2025,C0098,P0026,S008,10,345.63,0.15,3456.3,2937.86,Cash,Retail Store,Cancelled,New
INV200915,08/03/2025,C0096,P0020,S010,8,543.34,0.2,4346.72,3477.38,UPI,Distributor,Completed,Repeat
INV200916,06/04/2025,C0155,P0025,S003,3,417.14,0.1,1251.42,1126.28,UPI,Online,Returned,Repeat
INV200917,23/07/2025,C0019,P0030,S010,10,1861.43,0.1,18614.3,16752.87,Bank Transfer,Retail Store,Cancelled,Returning
INV200918,04/11/2025,C0169,P0010,S010,10,5306.66,0.2,53066.6,42453.28,UPI,Retail Store,Cancelled,Returning
INV200919,02/09/2025,C0103,P0033,S008,8,767.61,0.1,6140.88,5526.79,Bank Transfer,Retail Store,Completed,Repeat
INV200920,04/03/2025,C0064,P0017,S009,3,13928.67,0.0,41786.01,41786.01,Bank Transfer,Distributor,Completed,New
INV200921,17/06/2025,C0052,P0013,S010,2,5208.68,0.0,10417.36,10417.36,Cash,Online,Completed,New
INV200922,04/02/2025,C0075,P0020,S001,8,481.43,0.1,3851.44,3466.3,Wallet,Distributor,Completed,Repeat
INV200923,30/11/2025,C0170,P0015,S001,5,26155.61,0.2,130778.05,104622.44,Credit Card,Online,Completed,New
INV200924,09/01/2025,C0053,P0032,S006,3,2747.52,0.2,8242.56,6594.05,Cash,Online,Completed,Returning
INV200925,10/11/2025,C0139,P0028,S006,7,5093.67,0.05,35655.69,33872.91,UPI,Retail Store,Completed,Repeat
INV200926,14/11/2025,C0167,P0010,S001,9,5041.56,0.0,45374.04,45374.04,UPI,Online,Cancelled,Repeat
INV200927,07/08/2025,C0110,P0007,S010,5,30841.82,0.15,154209.1,131077.74,Cash,Online,Cancelled,Returning
INV200928,18/01/2025,C0167,P0024,S007,9,524.79,0.0,4723.11,4723.11,Credit Card,Retail Store,Completed,New
INV200929,18/11/2025,C0001,P0029,S010,7,4204.87,0.1,29434.09,26490.68,Wallet,Retail Store,Cancelled,Repeat
INV200930,03/09/2025,C0040,P0019,S001,5,229.81,0.0,1149.05,1149.05,Bank Transfer,Retail Store,Completed,New
INV200931,30/12/2025,C0042,P0021,S004,2,264.12,0.2,528.24,422.59,Wallet,Retail Store,Returned,New
INV200932,07/01/2025,C0014,P0032,S008,8,2663.66,0.0,21309.28,21309.28,Credit Card,Retail Store,Completed,New
INV200933,26/04/2025,C0108,P0006,S010,3,12795.8,0.0,38387.4,38387.4,Bank Transfer,Distributor,Cancelled,Returning
INV200934,06/02/2025,C0152,P0013,S009,8,4605.16,0.0,36841.28,36841.28,Credit Card,Online,Completed,Returning
INV200935,05/04/2025,C0076,P0020,S005,8,514.35,0.05,4114.8,3909.06,Credit Card,Retail Store,Returned,Repeat
INV200936,14/01/2025,C0114,P0027,S003,4,2046.33,0.05,8185.32,7776.05,Credit Card,Distributor,Returned,Repeat
INV200937,14/06/2025,C0020,P0005,S008,1,9775.95,0.2,9775.95,7820.76,Bank Transfer,Online,Returned,Returning
INV200938,03/05/2025,C0169,P0011,S009,10,6994.41,0.05,69944.1,66446.9,Bank Transfer,Retail Store,Completed,Repeat
INV200939,19/01/2025,C0155,P0005,S009,6,8914.33,0.15,53485.98,45463.08,Bank Transfer,Distributor,Completed,Returning
INV200940,18/02/2025,C0083,P0029,S005,5,4708.17,0.2,23540.85,18832.68,Cash,Distributor,Completed,New
INV200941,05/11/2025,C0171,P0008,S007,1,2539.92,0.2,2539.92,2031.94,Cash,Online,Completed,Repeat
INV200942,06/01/2025,C0151,P0016,S001,5,22265.67,0.05,111328.35,105761.93,Credit Card,Distributor,Completed,New
INV200943,08/05/2025,C0155,P0010,S003,2,4865.13,0.15,9730.26,8270.72,UPI,Distributor,Returned,Repeat
INV200944,24/03/2025,C0011,P0016,S009,6,21132.39,0.15,126794.34,107775.19,Bank Transfer,Distributor,Completed,Returning
INV200945,16/08/2025,C0137,P0001,S003,7,74105.02,0.05,518735.14,492798.38,Bank Transfer,Online,Returned,Repeat
INV200946,21/12/2025,C0112,P0014,S004,4,18835.18,0.05,75340.72,71573.68,UPI,Online,Completed,New
INV200947,06/11/2025,C0120,P0020,S005,1,543.57,0.15,543.57,462.03,Credit Card,Retail Store,Returned,New
INV200948,16/09/2025,C0155,P0031,S001,10,933.08,0.0,9330.8,9330.8,Credit Card,Distributor,Cancelled,New
INV200949,04/10/2025,C0178,P0019,S004,2,208.9,0.0,417.8,417.8,UPI,Retail Store,Returned,New
INV200950,19/02/2025,C0086,P0018,S009,6,4876.25,0.15,29257.5,24868.88,UPI,Retail Store,Completed,New
INV200951,03/12/2025,C0031,P0008,S010,7,2459.91,0.0,17219.37,17219.37,Cash,Distributor,Completed,New
INV200952,10/01/2025,C0081,P0015,S010,8,22522.13,0.2,180177.04,144141.63,Cash,Retail Store,Completed,Returning
INV200953,23/05/2025,C0076,P0031,S001,9,1070.14,0.2,9631.26,7705.01,UPI,Distributor,Completed,New
INV200954,16/08/2025,C0017,P0019,S007,2,221.98,0.15,443.96,377.37,UPI,Distributor,Completed,Repeat
INV200955,06/09/2025,C0100,P0027,S003,7,1822.07,0.0,12754.49,12754.49,Wallet,Retail Store,Completed,Repeat
INV200956,29/04/2025,C0004,P0009,S007,2,5386.69,0.2,10773.38,8618.7,Credit Card,Online,Completed,Repeat
INV200957,12/10/2025,C0115,P0001,S004,7,77163.79,0.15,540146.53,459124.55,Bank Transfer,Online,Returned,New
INV200958,22/01/2025,C0102,P0026,S004,7,314.81,0.0,2203.67,2203.67,UPI,Distributor,Cancelled,Returning
INV200959,14/02/2025,C0166,P0028,S005,1,5425.72,0.15,5425.72,4611.86,Credit Card,Online,Completed,Returning
INV200960,23/01/2025,C0152,P0008,S003,1,2436.31,0.2,2436.31,1949.05,Credit Card,Online,Completed,New
INV200961,12/01/2025,C0156,P0017,S006,3,13211.0,0.2,39633.0,31706.4,Cash,Retail Store,Cancelled,Repeat
INV200962,23/12/2025,C0153,P0024,S004,2,506.58,0.15,1013.16,861.19,UPI,Retail Store,Completed,New
INV200963,16/11/2025,C0137,P0028,S001,3,5256.61,0.1,15769.83,14192.85,Cash,Retail Store,Completed,Repeat
INV200964,20/05/2025,C0162,P0009,S001,6,5568.87,0.05,33413.22,31742.56,Wallet,Retail Store,Completed,Repeat
INV200965,26/04/2025,C0132,P0006,S002,9,13846.11,0.0,124614.99,124614.99,Credit Card,Distributor,Cancelled,Returning
INV200966,19/07/2025,C0090,P0023,S009,4,86.21,0.05,344.84,327.6,Bank Transfer,Retail Store,Returned,Repeat
INV200967,22/03/2025,C0043,P0024,S003,2,503.98,0.1,1007.96,907.16,Credit Card,Retail Store,Returned,Repeat
INV200968,07/01/2025,C0061,P0027,S002,7,1840.72,0.0,12885.04,12885.04,Cash,Online,Returned,New
INV200969,01/06/2025,C0115,P0010,S007,7,4955.24,0.0,34686.68,34686.68,Bank Transfer,Online,Completed,Returning
INV200970,06/07/2025,C0007,P0005,S006,4,8918.85,0.2,35675.4,28540.32,Cash,Online,Completed,Repeat
INV200971,12/09/2025,C0025,P0021,S007,1,278.89,0.05,278.89,264.95,Wallet,Online,Completed,New
INV200972,02/04/2025,C0066,P0020,S002,4,517.68,0.0,2070.72,2070.72,Bank Transfer,Retail Store,Cancelled,Repeat
INV200973,29/01/2025,C0097,P0017,S006,4,14276.71,0.0,57106.84,57106.84,Bank Transfer,Distributor,Returned,Returning
INV200974,28/01/2025,C0082,P0030,S002,10,1830.98,0.2,18309.8,14647.84,Wallet,Distributor,Cancelled,Returning
INV200975,23/07/2025,C0112,P0020,S007,10,504.53,0.0,5045.3,5045.3,Cash,Online,Cancelled,New
INV200976,10/04/2025,C0083,P0032,S005,9,2561.0,0.1,23049.0,20744.1,Credit Card,Retail Store,Returned,New
INV200977,06/04/2025,C0063,P0031,S008,2,969.22,0.15,1938.44,1647.67,Credit Card,Distributor,Completed,Returning
INV200978,06/04/2025,C0042,P0002,S010,6,84692.52,0.1,508155.12,457339.61,UPI,Online,Completed,Returning
INV200979,28/12/2025,C0155,P0031,S004,3,1017.59,0.0,3052.77,3052.77,Cash,Retail Store,Completed,New
INV200980,06/04/2025,C0144,P0009,S006,4,5627.42,0.0,22509.68,22509.68,Cash,ONLINE,Cancelled,Returning
INV200981,01/12/2025,C0048,P0017,S003,8,14806.12,0.1,118448.96,106604.06,Wallet,Distributor,Completed,New
INV200982,01/10/2025,C0087,P0010,S001,3,5422.81,0.0,16268.43,16268.43,Credit Card,Distributor,Completed,Repeat
INV200983,19/12/2025,C0001,P0005,S007,10,9265.39,0.0,92653.9,92653.9,UPI,Distributor,Completed,Repeat
INV200984,12/03/2025,C0055,P0020,S008,2,517.7,0.15,1035.4,880.09,UPI,Distributor,Completed,Returning
INV200985,05/09/2025,C0085,P0021,S002,6,286.15,0.05,1716.9,1631.05,UPI,Retail Store,Completed,Repeat
INV200986,15/06/2025,C0112,P0005,S004,9,9104.76,0.0,81942.84,81942.84,Credit Card,Distributor,Returned,Repeat
INV200987,06/05/2025,C0055,P0010,S003,7,5455.41,0.2,38187.87,30550.3,UPI,Online,Returned,Repeat
INV200988,28/08/2025,C0120,P0014,S004,2,19317.99,0.1,38635.98,34772.38,Wallet,Distributor,Completed,Repeat
INV200989,25/07/2025,C0077,P0031,S001,8,959.87,0.0,7678.96,7678.96,Bank Transfer,Online,Completed,Repeat
INV200990,18/01/2025,C0086,P0021,S003,10,290.87,0.15,2908.7,2472.39,UPI,Distributor,Completed,New
INV200991,20/01/2025,C0164,P0031,S005,1,1071.13,0.0,1071.13,1071.13,Bank Transfer,Online,Returned,Repeat
INV200992,07/07/2025,C0130,P0011,S007,8,7065.53,0.1,56524.24,50871.82,Wallet,Online,Returned,New
INV200993,08/01/2025,C0011,P0016,S007,4,21493.31,0.15,85973.24,73077.25,Bank Transfer,Distributor,Returned,Repeat
INV200994,30/07/2025,C0019,P0019,S010,8,212.95,0.05,1703.6,1618.42,Cash,Distributor,Cancelled,New
INV200995,23/02/2025,C0134,P0014,S010,10,18146.99,0.2,181469.9,145175.92,Wallet,Distributor,Completed,Returning
INV200996,09/02/2025,C0066,P0033,S007,1,783.2,0.15,783.2,665.72,Bank Transfer,Retail Store,Completed,Repeat
INV200997,02/11/2025,C0180,P0014,S003,7,17600.32,0.1,123202.24,110882.02,UPI,Online,Completed,Returning
INV200998,12/05/2025,C0098,P0007,S003,2,29974.63,0.0,59949.26,59949.26,Wallet,Distributor,Cancelled,Returning
INV200999,08/02/2025,C0170,P0007,S006,10,29250.74,0.05,292507.4,277882.03,Bank Transfer,Online,Completed,New
INV201000,03/01/2025,C0180,P0005,S003,8,10061.06,0.1,80488.48,72439.63,UPI,Online,Completed,Returning
INV201001,29/09/2025,C0078,P0032,S005,3,2463.34,0.2,7390.02,5912.02,Cash,Distributor,Returned,Returning
INV201002,16/09/2025,C0179,P0032,S002,9,2615.32,0.15,23537.88,20007.2,UPI,Online,Returned,Returning
INV201003,26/11/2025,C0140,P0031,S001,6,1014.55,0.2,6087.3,4869.84,Bank Transfer,Online,Returned,Returning
INV201004,26/01/2025,C0099,P0005,S004,5,9907.8,0.15,49539.0,42108.15,Cash,Retail Store,Returned,Returning
INV201005,22/10/2025,C0154,P0018,S007,1,5109.69,0.2,5109.69,4087.75,Cash,Distributor,Returned,Returning
INV201006,18/05/2025,C0146,P0025,S004,9,444.05,0.0,3996.45,3996.45,Wallet,Retail Store,Completed,New
INV201007,22/07/2025,C0031,P0004,S009,1,77125.44,0.15,77125.44,65556.62,Cash,Online,Returned,Repeat
INV201008,09/03/2025,C0002,P0007,S007,6,30819.23,0.05,184915.38,175669.61,Cash,Distributor,Cancelled,Repeat
INV201009,23/05/2025,C0085,P0032,S009,7,2532.58,0.05,17728.06,16841.66,Bank Transfer,Retail Store,Completed,New
INV201010,30/03/2025,C0066,P0031,S007,5,927.57,0.0,4637.85,4637.85,Cash,Distributor,Returned,Repeat
INV201011,24/09/2025,C0107,P0009,S005,1,4989.56,0.05,4989.56,4740.08,Cash,Retail Store,Completed,Repeat
INV201012,24/02/2025,C0040,P0012,S005,5,16069.57,0.05,80347.85,76330.46,Wallet,Distributor,Cancelled,Repeat
INV201013,01/06/2025,C0002,P0010,S004,4,5187.33,0.15,20749.32,17636.92,Wallet,Retail Store,Completed,Returning
INV201014,30/04/2025,C0082,P0031,S001,2,929.67,0.1,1859.34,1673.41,UPI,Retail Store,Completed,New
INV201015,15/11/2025,C0077,P0018,S003,4,5377.54,0.15,21510.16,18283.64,Credit Card,Online,Completed,Returning
INV201016,20/06/2025,C0013,P0015,S001,10,25415.92,0.05,254159.2,241451.24,UPI,Retail Store,Cancelled,New
INV201017,26/10/2025,C0111,P0005,S010,8,9663.47,0.15,77307.76,65711.6,UPI ,Retail Store,Completed,Repeat
INV201018,22/06/2025,C0040,P0018,S002,4,5164.09,0.05,20656.36,19623.54,Bank Transfer,Distributor,Completed,Repeat
INV201019,12/06/2025,C0011,P0030,S004,6,2041.98,0.1,12251.88,11026.69,Cash,Retail Store,Cancelled,New
INV201020,21/10/2025,C0083,P0032,S004,10,2678.02,0.05,26780.2,25441.19,Bank Transfer,Distributor,Cancelled,New
INV201021,13/03/2025,C0169,P0028,S001,3,5487.76,0.2,16463.28,13170.62,Bank Transfer,Online,Completed,New
INV201022,16/02/2025,C0091,P0009,S006,9,5451.75,0.05,49065.75,46612.46,Credit Card,Retail Store,Completed,Repeat
INV201023,20/03/2025,C0011,P0015,S002,10,24216.11,0.2,242161.1,193728.88,Cash,Retail Store,Completed,Returning
INV201024,12/08/2025,C0118,P0024,S010,6,507.13,0.0,3042.78,3042.78,Credit Card,Distributor,Returned,Returning
INV201025,17/05/2025,C0176,P0011,S004,1,7526.66,0.15,7526.66,6397.66,UPI,Distributor,Completed,Returning
INV201026,24/09/2025,C0102,P0033,S005,2,744.61,0.15,1489.22,1265.84,UPI,Distributor,Completed,New
INV201027,08/08/2025,C0008,P0024,S009,7,504.47,0.2,3531.29,2825.03,Bank Transfer,Online,Returned,Repeat
INV201028,04/09/2025,C0075,P0014,S002,8,18773.94,0.0,150191.52,150191.52,Cash,Retail Store,Completed,Returning
INV201029,20/04/2025,C0169,P0006,S006,2,14481.28,0.15,28962.56,24618.18,Credit Card,Retail Store,Cancelled,Returning
INV201030,18/03/2025,C0076,P0010,S007,6,5319.27,0.05,31915.62,30319.84,Cash,Distributor,Cancelled,Returning
INV201031,12/01/2025,C0108,P0010,S004,3,5455.6,0.1,16366.8,14730.12,UPI,Distributor,Returned,New
INV201032,19/08/2025,C0160,P0033,S010,1,800.56,0.0,800.56,800.56,UPI,Retail Store,Cancelled,New
INV201033,19/01/2025,C0110,P0021,S005,9,283.83,0.2,2554.47,2043.58,Credit Card,Distributor,Cancelled,Repeat
INV201034,27/08/2025,C0115,P0021,S005,2,290.64,0.2,581.28,465.02,Cash,Retail Store,Completed,Repeat
INV201035,14/04/2025,C0152,P0005,S009,9,9974.54,0.15,89770.86,76305.23,Cash,Distributor,Completed,Repeat
INV201036,21/09/2025,C0017,P0023,S010,2,81.11,0.05,162.22,154.11,Credit Card,Distributor,Cancelled,Repeat
INV201037,09/07/2025,C0131,P0025,S003,7,393.78,0.15,2756.46,2342.99,Bank Transfer,Distributor,Cancelled,Repeat
INV201038,30/07/2025,C0053,P0002,S003,1,84558.36,0.2,84558.36,67646.69,Credit Card,Online,Completed,Returning
INV201039,24/07/2025,C0175,P0007,S003,2,30288.57,0.2,60577.14,48461.71,Wallet,Online,Completed, repeat 
INV201040,15/02/2025,C0141,P0007,S003,10,30301.36,0.2,303013.6,242410.88,Wallet,Distributor,Returned,Returning
INV201041,20/02/2025,C0131,P0009,S001,8,5713.08,0.0,45704.64,45704.64,Cash,Distributor,Cancelled,New
INV201042,02/03/2025,C0013,P0030,S010,3,1956.95,0.0,5870.85,5870.85,UPI,Distributor,Cancelled,New
INV201043,18/07/2025,C0142,P0015,S004,5,24495.29,0.2,122476.45,97981.16,Cash,Distributor,Completed,Returning
INV201044,21/08/2025,C0012,P0016,S006,1,20918.36,0.1,20918.36,18826.52,Cash,Distributor,Cancelled,Repeat
INV201045,23/09/2025,C0058,P0013,S006,6,4787.61,0.2,28725.66,22980.53,Cash,Retail Store,Completed,Returning
INV201046,21/02/2025,C0044,P0014,S002,6,17727.42,0.05,106364.52,101046.29,Credit Card,Distributor,Completed,Repeat
INV201047,13/12/2025,C0009,P0023,S003,2,80.91,0.15,161.82,137.55,Wallet,Distributor,Completed,Returning
INV201048,21/05/2025,C0072,P0017,S001,5,14946.91,0.05,74734.55,70997.82,Wallet,Online,Completed,New
INV201049,09/06/2025,C0017,P0020,S008,1,544.54,0.2,544.54,435.63,Credit Card,Online,Completed,Returning
INV201050,15/06/2025,C0013,P0013,S007,9,4530.87,0.1,40777.83,36700.05,Cash,Distributor,Cancelled,New
INV201051,20/01/2025,C0150,P0029,S008,10,4519.12,0.1,45191.2,40672.08,UPI,Online,Completed,Returning
INV201052,17/05/2025,C0092,P0028,S009,5,5311.08,0.05,26555.4,25227.63,Cash,Distributor,Completed,New
INV201053,29/04/2025,C0109,P0028,S005,1,5328.32,0.0,5328.32,5328.32,UPI,Distributor,Completed,Repeat
INV201054,22/04/2025,C0128,P0033,S004,2,764.16,0.05,1528.32,1451.9,Cash,Retail Store,Returned,Returning
INV201055,24/03/2025,C0154,P0010,S008,4,5273.7,0.0,21094.8,21094.8,Wallet,Distributor,Completed,Returning
INV201056,20/01/2025,C0035,P0006,S006,9,14477.9,0.05,130301.1,123786.04,Bank Transfer,Distributor,Completed,New
INV201057,27/04/2025,C0045,P0020,S002,7,499.89,0.2,3499.23,2799.38,Wallet,Retail Store,Completed,Returning
INV201058,07/05/2025,C0150,P0028,S007,1,5740.63,0.1,5740.63,5166.57,Bank Transfer,Retail Store,Returned,Repeat
INV201059,30/12/2025,C0066,P0025,S003,2,428.99,0.05,857.98,815.08,Wallet,Retail Store,Cancelled,Repeat
INV201060,29/11/2025,C0022,P0032,S005,10,2572.96,0.0,25729.6,25729.6,Cash,Online,Completed,New
INV201061,24/03/2025,C0043,P0005,S009,2,9787.08,0.1,19574.16,17616.74,Credit Card,Distributor,Completed,New
INV201062,27/04/2025,C0077,P0018,S008,7,5584.77,0.2,39093.39,31274.71,Wallet,Retail Store,Cancelled,New
INV201063,22/12/2025,C0125,P0029,S005,1,4848.65,0.2,4848.65,3878.92,Wallet,Distributor,Completed,Returning
INV201064,27/07/2025,C0074,P0016,S004,1,20696.88,0.0,20696.88,20696.88,Bank Transfer,Distributor,Completed,Returning
INV201065,27/11/2025,C0150,P0025,S003,2,438.74,0.15,877.48,745.86,Cash,Retail Store,Returned,Repeat
INV201066,05/03/2025,C0154,P0025,S007,7,442.83,0.1,3099.81,2789.83,Credit Card,Online,Completed,Returning
INV201067,21/07/2025,C0062,P0018,S003,1,5504.09,0.0,5504.09,5504.09,UPI,Online,Completed,Repeat
INV201068,11/11/2025,C0151,P0003,S002,4,48963.14,0.2,195852.56,156682.05,Cash,Distributor,Completed,Repeat
INV201069,07/09/2025,C0092,P0002,S002,8,86394.81,0.1,691158.48,622042.63,Bank Transfer,ONLINE,Completed,Repeat
INV201070,26/07/2025,C0031,P0018,S005,1,4974.8,0.15,4974.8,4228.58,UPI,Retail Store,Completed,Repeat
INV201071,05/06/2025,C0102,P0024,S007,5,523.94,0.0,2619.7,2619.7,Cash,Online,Completed,Returning
INV201072,16/07/2025,C0064,P0032,S003,7,2423.7,0.0,16965.9,16965.9,Wallet,Retail Store,Returned,Returning
INV201073,21/11/2025,C0086,P0023,S010,3,77.07,0.2,231.21,184.97,Cash,Retail Store,Completed,New
INV201074,02/06/2025,C0156,P0003,S001,4,48058.36,0.15,192233.44,163398.42,UPI,Distributor,Completed,Repeat
INV201075,02/02/2025,C0054,P0018,S005,5,5172.58,0.15,25862.9,21983.47,UPI,Online,Cancelled,Returning
INV201076,28/04/2025,C0147,P0001,S005,8,84131.13,0.0,673049.04,673049.04,Credit Card,Retail Store,Completed,Repeat
INV201077,13/07/2025,C0179,P0006,S006,8,13736.83,0.05,109894.64,104399.91,UPI,Online,Completed,New
INV201078,28/02/2025,C0067,P0030,S009,9,1991.05,0.1,17919.45,16127.51,Bank Transfer,Online,Completed,New
INV201079,19/12/2025,C0003,P0019,S001,10,211.91,0.05,2119.1,2013.14,Cash,Retail Store,Returned,Repeat
INV201080,18/02/2025,C0132,P0013,S001,9,4830.84,0.05,43477.56,41303.68,Credit Card,Online,Cancelled,Repeat
INV201081,05/05/2025,C0022,P0020,S004,10,495.95,0.0,4959.5,4959.5,Credit Card,Retail Store,Completed,Repeat
INV201082,04/09/2025,C0137,P0027,S003,2,1894.27,0.0,3788.54,3788.54,Wallet,Online,Cancelled,Repeat
INV201083,19/02/2025,C0012,P0026,S009,6,311.22,0.1,1867.32,1680.59,Bank Transfer,Retail Store,Completed,Repeat
INV201084,25/11/2025,C0141,P0001,S003,7,80365.87,0.15,562561.09,478176.93,UPI,Distributor,Completed,Repeat
INV201085,15/05/2025,C0046,P0013,S001,7,4483.71,0.0,31385.97,31385.97,UPI,Online,Completed,Returning
INV201086,10/08/2025,C0086,P0022,S001,6,389.4,0.0,2336.4,2336.4,Credit Card,Online,Completed,New
INV201087,14/01/2025,C0104,P0027,S008,1,1842.37,0.0,1842.37,1842.37,Bank Transfer,Retail Store,Cancelled,Returning
INV201088,14/03/2025,C0005,P0007,S007,7,27598.41,0.0,193188.87,193188.87,Wallet,Online,Completed,New
INV201089,11/03/2025,C0072,P0003,S001,6,52376.33,0.0,314257.98,314257.98,Wallet,Online,Completed,Returning
INV201090,01/04/2025,C0013,P0024,S007,3,457.36,0.2,1372.08,1097.66,Wallet,Online,Completed,New
INV201091,17/04/2025,C0066,P0020,S004,4,477.7,0.15,1910.8,1624.18,UPI,Distributor,Completed,Repeat
INV201092,03/04/2025,C0133,P0025,S002,4,395.97,0.0,1583.88,1583.88,Wallet,Retail Store,Completed,Repeat
INV201093,14/12/2025,C0073,P0022,S003,4,390.55,0.05,1562.2,1484.09,Cash,Retail Store,Completed,Returning
INV201094,15/08/2025,C0110,P0001,S003,5,78552.63,0.15,392763.15,333848.68,Cash,Online,Completed,New
INV201095,28/01/2025,C0150,P0023,S004,7,82.97,0.1,580.79,522.71,Cash,Distributor,Completed,Repeat
INV201096,05/12/2025,C0147,P0024,S003,10,520.91,0.1,5209.1,4688.19,Bank Transfer,Retail Store,Completed,Repeat
INV201097,19/12/2025,C0046,P0025,S007,6,417.07,0.05,2502.42,2377.3,Credit Card,Retail Store,Returned,Repeat
INV201098,22/03/2025,C0095,P0016,S009,1,22343.88,0.15,22343.88,18992.3,Cash,Retail Store,Completed,Repeat
INV201099,31/08/2025,C0095,P0015,S004,7,25225.25,0.15,176576.75,150090.24,UPI,Retail Store,Returned,Repeat
INV201100,21/07/2025,C0112,P0021,S004,6,280.43,0.0,1682.58,1682.58,Cash,Online,Cancelled,Returning
INV201101,23/06/2025,C0064,P0010,S005,4,5480.92,0.2,21923.68,17538.94,Cash,Retail Store,Cancelled,New
INV201102,02/06/2025,C0027,P0022,S008,2,420.5,0.0,841.0,841.0,Cash,Online,Cancelled,New
INV201103,15/06/2025,C0070,P0014,S005,7,17693.25,0.15,123852.75,105274.84,Cash,Online,Cancelled,New
INV201104,31/07/2025,C0026,P0026,S009,3,324.82,0.05,974.46,925.74,Wallet,Distributor,Completed,Returning
INV201105,08/11/2025,C0140,P0005,S007,2,10245.7,0.05,20491.4,19466.83,Wallet,Online,Completed,Repeat
INV201106,21/09/2025,C0168,P0013,S008,2,4632.1,0.0,9264.2,9264.2,Cash,Online,Returned,New
INV201107,14/07/2025,C0016,P0031,S003,1,970.59,0.0,970.59,970.59,Wallet,Retail Store,Returned,Returning
INV201108,31/12/2025,C0005,P0009,S007,5,5106.75,0.15,25533.75,21703.69,UPI,Online,Completed,Repeat
INV201109,11/04/2025,C0152,P0020,S008,7,495.84,0.0,3470.88,3470.88,Bank Transfer,Online,Cancelled,Returning
INV201110,26/03/2025,C0100,P0019,S006,7,234.09,0.0,1638.63,1638.63,UPI,Distributor,Completed,Repeat
INV201111,13/03/2025,C0150,P0020,S001,4,536.45,0.1,2145.8,1931.22,Bank Transfer,Distributor,Completed,Returning
INV201112,26/02/2025,C0047,P0027,S007,5,1886.46,0.15,9432.3,8017.45,Wallet,Retail Store,Returned,Returning
INV201113,14/01/2025,C0106,P0015,S004,6,24842.3,0.0,149053.8,149053.8,Credit Card,Online,Returned,New
INV201114,28/03/2025,C0090,P0002,S002,7,81407.77,0.2,569854.39,455883.51,Wallet,Retail Store,Cancelled,New
INV201115,11/02/2025,C0050,P0015,S004,5,23337.55,0.05,116687.75,110853.36,Cash,Retail Store,Completed,Returning
INV201116,21/05/2025,C0137,P0007,S005,1,29172.48,0.15,29172.48,24796.61,Bank Transfer,Online,Completed,New
INV201117,11/08/2025,C0127,P0014,S001,2,19382.04,0.05,38764.08,36825.88,Credit Card,Online,Returned,New
INV201118,25/05/2025,C0149,P0006,S001,1,13901.53,0.05,13901.53,13206.45,UPI,Online,Completed,Returning
INV201119,15/10/2025,C0107,P0027,S002,7,2050.22,0.15,14351.54,12198.81,Credit Card,Distributor,Cancelled,New
INV201120,07/05/2025,C0075,P0010,S002,4,5267.72,0.05,21070.88,20017.34,Bank Transfer,Retail Store,Cancelled,Repeat
INV201121,21/03/2025,C0016,P0014,S006,4,17975.43,0.0,71901.72,71901.72,Cash,Distributor,Completed,Repeat
INV201122,30/10/2025,C0026,P0014,S009,7,16969.38,0.0,118785.66,118785.66,Cash,Online,Completed,Repeat
INV201123,01/03/2025,C0053,P0009,S002,10,5193.68,0.2,51936.8,41549.44,Credit Card,Online,Completed,Repeat
INV201124,09/12/2025,C0002,P0011,S009,9,7006.18,0.2,63055.62,50444.5,Credit Card,Online,Completed,Returning
INV201125,24/08/2025,C0162,P0020,S006,3,545.69,0.1,1637.07,1473.36,Credit Card,Distributor,Completed,Repeat
